u_id,u_name,v_id,v_name,type
1033,"Daniels, Miss. Sarah",1198,"Allison, Mr. Hudson Joshua Creighton",CONNECTED
1033,"Daniels, Miss. Sarah",298,"Allison, Miss. Helen Loraine",CONNECTED
1033,"Daniels, Miss. Sarah",306,"Allison, Master. Hudson Trevor",CONNECTED
1033,"Daniels, Miss. Sarah",499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",EMPLOYER
1033,"Daniels, Miss. Sarah",709,"Cleaver, Miss. Alice",CONNECTED
672,"Davidson, Mr. Thornton",984,"Davidson, Mrs. Thornton (Orian Hays)",WIFE
984,"Davidson, Mrs. Thornton (Orian Hays)",672,"Davidson, Mr. Thornton",HUSBAND
550,"Davies, Master. John Morgan Jr",1068,"Sincock, Miss. Maude",CONNECTED
550,"Davies, Master. John Morgan Jr",1222,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",MOTHER
550,"Davies, Master. John Morgan Jr",1078,"Phillips, Miss. Alice Frances Louisa",SHARED_CABIN
550,"Davies, Master. John Morgan Jr",146,"Nicholls, Mr. Joseph Charles",CONNECTED
566,"Davies, Mr. Alfred J",901,"Davies, Mr. John Samuel",CONNECTED
566,"Davies, Mr. Alfred J",1079,"Davies, Mr. Joseph",BROTHER
566,"Davies, Mr. Alfred J",812,"Lester, Mr. James",CONNECTED
386,"Davies, Mr. Charles Henry",656,"Hickman, Mr. Leonard Mark",CONNECTED
386,"Davies, Mr. Charles Henry",666,"Hickman, Mr. Lewis",CONNECTED
386,"Davies, Mr. Charles Henry",1104,"Deacon, Mr. Percy William",CONNECTED
386,"Davies, Mr. Charles Henry",1244,"Dibden, Mr. William",CONNECTED
386,"Davies, Mr. Charles Henry",73,"Hood, Mr. Ambrose Jr",CONNECTED
386,"Davies, Mr. Charles Henry",121,"Hickman, Mr. Stanley George",CONNECTED
901,"Davies, Mr. John Samuel",812,"Lester, Mr. James",CONNECTED
901,"Davies, Mr. John Samuel",566,"Davies, Mr. Alfred J",CONNECTED
901,"Davies, Mr. John Samuel",1079,"Davies, Mr. Joseph",BROTHER
1079,"Davies, Mr. Joseph",812,"Lester, Mr. James",UNCLE
1079,"Davies, Mr. Joseph",901,"Davies, Mr. John Samuel",BROTHER
1079,"Davies, Mr. Joseph",566,"Davies, Mr. Alfred J",BROTHER
1222,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",1078,"Phillips, Miss. Alice Frances Louisa",SHARED_CABIN
1222,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",550,"Davies, Master. John Morgan Jr",SON
1222,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",1068,"Sincock, Miss. Maude",CONNECTED
1222,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",146,"Nicholls, Mr. Joseph Charles",CONNECTED
636,"Davis, Miss. Mary",527,"Ridsdale, Miss. Lucy",CONNECTED
950,"Davison, Mr. Thomas Henry",348,"Davison, Mrs. Thomas Henry (Mary E Finck)",WIFE
348,"Davison, Mrs. Thomas Henry (Mary E Finck)",950,"Davison, Mr. Thomas Henry",HUSBAND
1152,"de Messemaeker, Mr. Guillaume Joseph",560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",WIFE
560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1152,"de Messemaeker, Mr. Guillaume Joseph",HUSBAND
1104,"Deacon, Mr. Percy William",121,"Hickman, Mr. Stanley George",CONNECTED
1104,"Deacon, Mr. Percy William",1244,"Dibden, Mr. William",CONNECTED
1104,"Deacon, Mr. Percy William",666,"Hickman, Mr. Lewis",CONNECTED
1104,"Deacon, Mr. Percy William",656,"Hickman, Mr. Leonard Mark",CONNECTED
1104,"Deacon, Mr. Percy William",73,"Hood, Mr. Ambrose Jr",CONNECTED
1104,"Deacon, Mr. Percy William",386,"Davies, Mr. Charles Henry",CONNECTED
789,"Dean, Master. Bertram Vere",1246,"Dean, Miss. Elizabeth Gladys Millvina""""",SISTER
789,"Dean, Master. Bertram Vere",94,"Dean, Mr. Bertram Frank",FATHER
789,"Dean, Master. Bertram Vere",924,"Dean, Mrs. Bertram (Eva Georgetta Light)",MOTHER
1246,"Dean, Miss. Elizabeth Gladys Millvina""""",924,"Dean, Mrs. Bertram (Eva Georgetta Light)",MOTHER
1246,"Dean, Miss. Elizabeth Gladys Millvina""""",789,"Dean, Master. Bertram Vere",BROTHER
1246,"Dean, Miss. Elizabeth Gladys Millvina""""",94,"Dean, Mr. Bertram Frank",FATHER
94,"Dean, Mr. Bertram Frank",924,"Dean, Mrs. Bertram (Eva Georgetta Light)",WIFE
94,"Dean, Mr. Bertram Frank",789,"Dean, Master. Bertram Vere",SON
94,"Dean, Mr. Bertram Frank",1246,"Dean, Miss. Elizabeth Gladys Millvina""""",DAUGHTER
924,"Dean, Mrs. Bertram (Eva Georgetta Light)",789,"Dean, Master. Bertram Vere",SON
924,"Dean, Mrs. Bertram (Eva Georgetta Light)",1246,"Dean, Miss. Elizabeth Gladys Millvina""""",DAUGHTER
924,"Dean, Mrs. Bertram (Eva Georgetta Light)",94,"Dean, Mr. Bertram Frank",HUSBAND
362,"del Carlo, Mr. Sebastiano",907,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",WIFE
907,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",362,"del Carlo, Mr. Sebastiano",HUSBAND
1101,"Delalic, Mr. Redjo",562,"Sivic, Mr. Husein",CONNECTED
1101,"Delalic, Mr. Redjo",871,"Balkic, Mr. Cerin",CONNECTED
1101,"Delalic, Mr. Redjo",109,"Rekic, Mr. Tido",CONNECTED
1230,"Denbury, Mr. Herbert",1211,"Jefferys, Mr. Ernest Wilfred",CONNECTED
1230,"Denbury, Mr. Herbert",923,"Jefferys, Mr. Clifford Thomas",CONNECTED
1230,"Denbury, Mr. Herbert",398,"McKane, Mr. Peter David",CONNECTED
1230,"Denbury, Mr. Herbert",1150,"Bentham, Miss. Lilian W",CONNECTED
321,"Dennis, Mr. Samuel",1,"Braund, Mr. Owen Harris",COUSIN
321,"Dennis, Mr. Samuel",478,"Braund, Mr. Lewis Richard",COUSIN
321,"Dennis, Mr. Samuel",1177,"Dennis, Mr. William",BROTHER
1177,"Dennis, Mr. William",321,"Dennis, Mr. Samuel",BROTHER
1177,"Dennis, Mr. William",1,"Braund, Mr. Owen Harris",COUSIN
45,"Devaney, Miss. Margaret Delia",1207,"Hagardon, Miss. Kate",CONNECTED
45,"Devaney, Miss. Margaret Delia",958,"Burns, Miss. Mary Delia",CONNECTED
1244,"Dibden, Mr. William",1104,"Deacon, Mr. Percy William",CONNECTED
1244,"Dibden, Mr. William",386,"Davies, Mr. Charles Henry",CONNECTED
1244,"Dibden, Mr. William",656,"Hickman, Mr. Leonard Mark",CONNECTED
1244,"Dibden, Mr. William",121,"Hickman, Mr. Stanley George",CONNECTED
1244,"Dibden, Mr. William",73,"Hood, Mr. Ambrose Jr",CONNECTED
1244,"Dibden, Mr. William",666,"Hickman, Mr. Lewis",CONNECTED
691,"Dick, Mr. Albert Adrian",782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",WIFE
782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",691,"Dick, Mr. Albert Adrian",HUSBAND
1185,"Dodge, Dr. Washington",1266,"Dodge, Mrs. Washington (Ruth Vidaver)",WIFE
1185,"Dodge, Dr. Washington",446,"Dodge, Master. Washington",SON
446,"Dodge, Master. Washington",1185,"Dodge, Dr. Washington",FATHER
446,"Dodge, Master. Washington",1266,"Dodge, Mrs. Washington (Ruth Vidaver)",MOTHER
1266,"Dodge, Mrs. Washington (Ruth Vidaver)",1185,"Dodge, Dr. Washington",HUSBAND
1266,"Dodge, Mrs. Washington (Ruth Vidaver)",446,"Dodge, Master. Washington",SON
569,"Doharr, Mr. Tannous",204,"Youseff, Mr. Gerious",COUSIN
569,"Doharr, Mr. Tannous",569,"Doharr, Mr. Tannous",CONNECTED
569,"Doharr, Mr. Tannous",1239,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",COUSIN
569,"Doharr, Mr. Tannous",781,"Ayoub, Miss. Banoura",RELATIVE
569,"Doharr, Mr. Tannous",569,"Doharr, Mr. Tannous",CONNECTED
569,"Doharr, Mr. Tannous",204,"Youseff, Mr. Gerious",CONNECTED
569,"Doharr, Mr. Tannous",781,"Ayoub, Miss. Banoura",CONNECTED
569,"Doharr, Mr. Tannous",569,"Doharr, Mr. Tannous",FATHER
569,"Doharr, Mr. Tannous",569,"Doharr, Mr. Tannous",CONNECTED
569,"Doharr, Mr. Tannous",1239,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",CONNECTED
569,"Doharr, Mr. Tannous",569,"Doharr, Mr. Tannous",CONNECTED
569,"Doharr, Mr. Tannous",1239,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",COUSIN
569,"Doharr, Mr. Tannous",569,"Doharr, Mr. Tannous",SON
569,"Doharr, Mr. Tannous",781,"Ayoub, Miss. Banoura",RELATIVE
652,"Doling, Miss. Elsie",99,"Doling, Mrs. John T (Ada Julia Bone)",MOTHER
652,"Doling, Miss. Elsie",724,"Hodges, Mr. Henry Price",CONNECTED
99,"Doling, Mrs. John T (Ada Julia Bone)",652,"Doling, Miss. Elsie",DAUGHTER
99,"Doling, Mrs. John T (Ada Julia Bone)",724,"Hodges, Mr. Henry Price",CONNECTED
545,"Douglas, Mr. Walter Donald",1131,"Douglas, Mrs. Walter Donald (Mahala Dutton)",WIFE
545,"Douglas, Mr. Walter Donald",538,"LeRoy, Miss. Bertha",MAID
1076,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",300,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",MOTHER
1076,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",119,"Baxter, Mr. Quigg Edmond",BROTHER
1131,"Douglas, Mrs. Walter Donald (Mahala Dutton)",545,"Douglas, Mr. Walter Donald",HUSBAND
1131,"Douglas, Mrs. Walter Donald (Mahala Dutton)",538,"LeRoy, Miss. Bertha",MAID
80,"Dowdell, Miss. Elizabeth",778,"Emanuel, Miss. Virginia Ethel",CONNECTED
583,"Downton, Mr. William James",398,"McKane, Mr. Peter David",CONNECTED
583,"Downton, Mr. William James",1150,"Bentham, Miss. Lilian W",CONNECTED
971,"Doyle, Miss. Elizabeth",197,"Mernagh, Mr. Robert",COUSIN
1086,"Drew, Master. Marshall Brines",417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",MOTHER
1086,"Drew, Master. Marshall Brines",1139,"Drew, Mr. James Vivian",FATHER
1139,"Drew, Mr. James Vivian",1081,"Veal, Mr. James",CONNECTED
1139,"Drew, Mr. James Vivian",1086,"Drew, Master. Marshall Brines",SON
1139,"Drew, Mr. James Vivian",417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",WIFE
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1139,"Drew, Mr. James Vivian",HUSBAND
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1086,"Drew, Master. Marshall Brines",SON
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1081,"Veal, Mr. James",CONNECTED
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",310,"Francatelli, Miss. Laura Mabel",CONNECTED
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",HUSBAND
600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",WIFE
600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",310,"Francatelli, Miss. Laura Mabel",SAME_TICKET
1047,"Duquemin, Mr. Joseph",571,"Harris, Mr. George",CONNECTED
1047,"Duquemin, Mr. Joseph",305,"Williams, Mr. Howard Hugh ""Harry""",CONNECTED
867,"Duran y More, Miss. Asuncion",1112,"Duran y More, Miss. Florentina",SISTER
1112,"Duran y More, Miss. Florentina",867,"Duran y More, Miss. Asuncion",SISTER
1064,"Dyker, Mr. Adolf Fredrik",982,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",WIFE
982,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",1064,"Dyker, Mr. Adolf Fredrik",HUSBAND
1042,"Earnshaw, Mrs. Boulton (Olive Potter)",880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",MOTHER
1042,"Earnshaw, Mrs. Boulton (Olive Potter)",311,"Hays, Miss. Margaret Bechstein",CONNECTED
676,"Edvardsson, Mr. Gustaf Hjalmar",1278,"Aronsson, Mr. Ernst Axel Algot",CONNECTED
130,"Ekstrom, Mr. Johan",632,"Lundahl, Mr. Johan Svensson",FATHER
1229,"Elias, Mr. Joseph",353,"Elias, Mr. Tannous",SON
1229,"Elias, Mr. Joseph",1229,"Elias, Mr. Joseph",SON
1229,"Elias, Mr. Joseph",1229,"Elias, Mr. Joseph",FATHER
1229,"Elias, Mr. Joseph",353,"Elias, Mr. Tannous",BROTHER
353,"Elias, Mr. Tannous",1229,"Elias, Mr. Joseph",BROTHER
353,"Elias, Mr. Tannous",1229,"Elias, Mr. Joseph",FATHER
778,"Emanuel, Miss. Virginia Ethel",80,"Dowdell, Miss. Elizabeth",CONNECTED
1221,"Enander, Mr. Ingvar",1167,"Bryhl, Miss. Dagmar Jenny Ingeborg ",COMPANION
717,"Endres, Miss. Caroline Louise",1094,"Astor, Col. John Jacob",EMPLOYER
717,"Endres, Miss. Caroline Louise",701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",CONNECTED
717,"Endres, Miss. Caroline Louise",558,"Robbins, Mr. Victor",CONNECTED
717,"Endres, Miss. Caroline Louise",381,"Bidois, Miss. Rosalie",CONNECTED
497,"Eustis, Miss. Elizabeth Mussey",592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",SISTER
1120,"Everett, Mr. Thomas James",498,"Shellard, Mr. Frederick William",CONNECTED
528,"Farthing, Mr. John",973,"Straus, Mr. Isidor",EMPLOYER
528,"Farthing, Mr. John",1006,"Straus, Mrs. Isidor (Rosalie Ida Blun)",CONNECTED
528,"Farthing, Mr. John",1048,"Bird, Miss. Ellen",CONNECTED
1169,"Faunthorpe, Mr. Harry",54,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",WIFE
54,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",1169,"Faunthorpe, Mr. Harry",HUSBAND
307,"Fleming, Miss. Margaret",582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",CONNECTED
307,"Fleming, Miss. Margaret",699,"Thayer, Mr. John Borland",CONNECTED
307,"Fleming, Miss. Margaret",699,"Thayer, Mr. John Borland",CONNECTED
644,"Foo, Mr. Choong",827,"Lam, Mr. Len",CONNECTED
644,"Foo, Mr. Choong",170,"Ling, Mr. Lee",CONNECTED
644,"Foo, Mr. Choong",693,"Lam, Mr. Ali",CONNECTED
644,"Foo, Mr. Choong",510,"Lang, Mr. Fang",CONNECTED
644,"Foo, Mr. Choong",931,"Hee, Mr. Ling",CONNECTED
644,"Foo, Mr. Choong",75,"Bing, Mr. Lee",CONNECTED
644,"Foo, Mr. Choong",839,"Chip, Mr. Chang",CONNECTED
437,"Ford, Miss. Doolina Margaret ""Daisy""",148,"Ford, Miss. Robina Maggie ""Ruby""",SISTER
437,"Ford, Miss. Doolina Margaret ""Daisy""",1059,"Ford, Mr. Edward Watson",FATHER
437,"Ford, Miss. Doolina Margaret ""Daisy""",1136,"Johnston, Master. William Arthur Willie""""",COUSIN
437,"Ford, Miss. Doolina Margaret ""Daisy""",737,"Ford, Mrs. Edward (Margaret Ann Watson)",MOTHER
437,"Ford, Miss. Doolina Margaret ""Daisy""",925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",AUNT
437,"Ford, Miss. Doolina Margaret ""Daisy""",87,"Ford, Mr. William Neal",FATHER
437,"Ford, Miss. Doolina Margaret ""Daisy""",889,"Johnston, Miss. Catherine Helen ""Carrie""",COUSIN
437,"Ford, Miss. Doolina Margaret ""Daisy""",784,"Johnston, Mr. Andrew G",UNCLE
437,"Ford, Miss. Doolina Margaret ""Daisy""",236,"Harknett, Miss. Alice Phoebe",CONNECTED
148,"Ford, Miss. Robina Maggie ""Ruby""",737,"Ford, Mrs. Edward (Margaret Ann Watson)",MOTHER
148,"Ford, Miss. Robina Maggie ""Ruby""",1059,"Ford, Mr. Edward Watson",FATHER
148,"Ford, Miss. Robina Maggie ""Ruby""",87,"Ford, Mr. William Neal",FATHER
148,"Ford, Miss. Robina Maggie ""Ruby""",784,"Johnston, Mr. Andrew G",UNCLE
148,"Ford, Miss. Robina Maggie ""Ruby""",437,"Ford, Miss. Doolina Margaret ""Daisy""",SISTER
148,"Ford, Miss. Robina Maggie ""Ruby""",925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",AUNT
1059,"Ford, Mr. Edward Watson",784,"Johnston, Mr. Andrew G",UNCLE
1059,"Ford, Mr. Edward Watson",925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",AUNT
1059,"Ford, Mr. Edward Watson",737,"Ford, Mrs. Edward (Margaret Ann Watson)",WIFE
1059,"Ford, Mr. Edward Watson",148,"Ford, Miss. Robina Maggie ""Ruby""",DAUGHTER
1059,"Ford, Mr. Edward Watson",87,"Ford, Mr. William Neal",CONNECTED
1059,"Ford, Mr. Edward Watson",437,"Ford, Miss. Doolina Margaret ""Daisy""",DAUGHTER
87,"Ford, Mr. William Neal",784,"Johnston, Mr. Andrew G",UNCLE
87,"Ford, Mr. William Neal",925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",AUNT
87,"Ford, Mr. William Neal",437,"Ford, Miss. Doolina Margaret ""Daisy""",DAUGHTER
87,"Ford, Mr. William Neal",148,"Ford, Miss. Robina Maggie ""Ruby""",DAUGHTER
87,"Ford, Mr. William Neal",1059,"Ford, Mr. Edward Watson",CONNECTED
87,"Ford, Mr. William Neal",737,"Ford, Mrs. Edward (Margaret Ann Watson)",WIFE
737,"Ford, Mrs. Edward (Margaret Ann Watson)",889,"Johnston, Miss. Catherine Helen ""Carrie""",NIECE
737,"Ford, Mrs. Edward (Margaret Ann Watson)",1059,"Ford, Mr. Edward Watson",HUSBAND
737,"Ford, Mrs. Edward (Margaret Ann Watson)",87,"Ford, Mr. William Neal",HUSBAND
737,"Ford, Mrs. Edward (Margaret Ann Watson)",1136,"Johnston, Master. William Arthur Willie""""",NEPHEW
737,"Ford, Mrs. Edward (Margaret Ann Watson)",784,"Johnston, Mr. Andrew G",CONNECTED
737,"Ford, Mrs. Edward (Margaret Ann Watson)",437,"Ford, Miss. Doolina Margaret ""Daisy""",DAUGHTER
737,"Ford, Mrs. Edward (Margaret Ann Watson)",236,"Harknett, Miss. Alice Phoebe",CONNECTED
737,"Ford, Mrs. Edward (Margaret Ann Watson)",148,"Ford, Miss. Robina Maggie ""Ruby""",DAUGHTER
737,"Ford, Mrs. Edward (Margaret Ann Watson)",925,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",SISTER
342,"Fortune, Miss. Alice Elizabeth",28,"Fortune, Mr. Charles Alexander",FATHER
342,"Fortune, Miss. Alice Elizabeth",961,"Fortune, Mrs. Mark (Mary McDougald)",MOTHER
342,"Fortune, Miss. Alice Elizabeth",945,"Fortune, Miss. Ethel Flora",SISTER
342,"Fortune, Miss. Alice Elizabeth",439,"Fortune, Mr. Mark",FATHER
342,"Fortune, Miss. Alice Elizabeth",89,"Fortune, Miss. Mabel Helen",SISTER
945,"Fortune, Miss. Ethel Flora",961,"Fortune, Mrs. Mark (Mary McDougald)",MOTHER
945,"Fortune, Miss. Ethel Flora",439,"Fortune, Mr. Mark",FATHER
945,"Fortune, Miss. Ethel Flora",28,"Fortune, Mr. Charles Alexander",FATHER
945,"Fortune, Miss. Ethel Flora",89,"Fortune, Miss. Mabel Helen",SISTER
945,"Fortune, Miss. Ethel Flora",342,"Fortune, Miss. Alice Elizabeth",SISTER
89,"Fortune, Miss. Mabel Helen",342,"Fortune, Miss. Alice Elizabeth",SISTER
89,"Fortune, Miss. Mabel Helen",439,"Fortune, Mr. Mark",FATHER
89,"Fortune, Miss. Mabel Helen",945,"Fortune, Miss. Ethel Flora",SISTER
89,"Fortune, Miss. Mabel Helen",28,"Fortune, Mr. Charles Alexander",FATHER
89,"Fortune, Miss. Mabel Helen",961,"Fortune, Mrs. Mark (Mary McDougald)",MOTHER
28,"Fortune, Mr. Charles Alexander",342,"Fortune, Miss. Alice Elizabeth",DAUGHTER
28,"Fortune, Mr. Charles Alexander",439,"Fortune, Mr. Mark",FATHER
28,"Fortune, Mr. Charles Alexander",945,"Fortune, Miss. Ethel Flora",DAUGHTER
28,"Fortune, Mr. Charles Alexander",89,"Fortune, Miss. Mabel Helen",DAUGHTER
28,"Fortune, Mr. Charles Alexander",961,"Fortune, Mrs. Mark (Mary McDougald)",WIFE
439,"Fortune, Mr. Mark",89,"Fortune, Miss. Mabel Helen",DAUGHTER
439,"Fortune, Mr. Mark",945,"Fortune, Miss. Ethel Flora",DAUGHTER
439,"Fortune, Mr. Mark",28,"Fortune, Mr. Charles Alexander",SON
439,"Fortune, Mr. Mark",961,"Fortune, Mrs. Mark (Mary McDougald)",WIFE
439,"Fortune, Mr. Mark",342,"Fortune, Miss. Alice Elizabeth",DAUGHTER
961,"Fortune, Mrs. Mark (Mary McDougald)",89,"Fortune, Miss. Mabel Helen",DAUGHTER
961,"Fortune, Mrs. Mark (Mary McDougald)",439,"Fortune, Mr. Mark",HUSBAND
961,"Fortune, Mrs. Mark (Mary McDougald)",945,"Fortune, Miss. Ethel Flora",DAUGHTER
961,"Fortune, Mrs. Mark (Mary McDougald)",342,"Fortune, Miss. Alice Elizabeth",DAUGHTER
961,"Fortune, Mrs. Mark (Mary McDougald)",28,"Fortune, Mr. Charles Alexander",HUSBAND
310,"Francatelli, Miss. Laura Mabel",557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",GORDON
310,"Francatelli, Miss. Laura Mabel",600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",SAME_TICKET
661,"Frauenthal, Dr. Henry William",335,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",WIFE
335,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",661,"Frauenthal, Dr. Henry William",HUSBAND
588,"Frolicher-Stehli, Mr. Maxmillian",1289,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",WIFE
588,"Frolicher-Stehli, Mr. Maxmillian",540,"Frolicher, Miss. Hedwig Margaritha",DAUGHTER
1289,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",588,"Frolicher-Stehli, Mr. Maxmillian",HUSBAND
1289,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",540,"Frolicher, Miss. Hedwig Margaritha",DAUGHTER
540,"Frolicher, Miss. Hedwig Margaritha",588,"Frolicher-Stehli, Mr. Maxmillian",FATHER
540,"Frolicher, Miss. Hedwig Margaritha",1289,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",MOTHER
482,"Frost, Mr. Anthony Wood ""Archie""",24,"Sloper, Mr. William Thompson",CONNECTED
482,"Frost, Mr. Anthony Wood ""Archie""",675,"Watson, Mr. Ennis Hastings",CONNECTED
482,"Frost, Mr. Anthony Wood ""Archie""",467,"Campbell, Mr. William",CONNECTED
482,"Frost, Mr. Anthony Wood ""Archie""",414,"Cunningham, Mr. Alfred Fleming",CONNECTED
482,"Frost, Mr. Anthony Wood ""Archie""",733,"Knight, Mr. Robert J",CONNECTED
482,"Frost, Mr. Anthony Wood ""Archie""",1158,"Chisholm, Mr. Roderick Robert Crispin",CONNECTED
482,"Frost, Mr. Anthony Wood ""Archie""",807,"Andrews, Mr. Thomas Jr",CONNECTED
482,"Frost, Mr. Anthony Wood ""Archie""",278,"Parkes, Mr. Francis ""Frank""",CONNECTED
816,"Fry, Mr. Richard",1264,"Ismay, Mr. Joseph Bruce",CONNECTED
138,"Futrelle, Mr. Jacques Heath",4,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",WIFE
4,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",138,"Futrelle, Mr. Jacques Heath",HUSBAND
21,"Fynney, Mr. Joseph J",792,"Gaskell, Mr. Alfred",CONNECTED
1293,"Gale, Mr. Harry",406,"Gale, Mr. Shadrach",CONNECTED
406,"Gale, Mr. Shadrach",1293,"Gale, Mr. Harry",CONNECTED
761,"Garfirth, Mr. John",576,"Patchett, Mr. George",CONNECTED
792,"Gaskell, Mr. Alfred",21,"Fynney, Mr. Joseph J",CONNECTED
966,"Geiger, Miss. Amalie",1299,"Widener, Mr. George Dunton",EMPLOYER
966,"Geiger, Miss. Amalie",967,"Keeping, Mr. Edwin",VALET
966,"Geiger, Miss. Amalie",378,"Widener, Mr. Harry Elkins",CONNECTED
966,"Geiger, Miss. Amalie",1110,"Widener, Mrs. George Dunton (Eleanor Elkins)",EMPLOYER
1294,"Gibson, Miss. Dorothy Winifred",1260,"Gibson, Mrs. Leonard (Pauline C Boeson)",MOTHER
1260,"Gibson, Mrs. Leonard (Pauline C Boeson)",1294,"Gibson, Miss. Dorothy Winifred",DAUGHTER
140,"Giglio, Mr. Victor",790,"Guggenheim, Mr. Benjamin",CONNECTED
1262,"Giles, Mr. Edgar",862,"Giles, Mr. Frederick Edward",BROTHER
862,"Giles, Mr. Frederick Edward",1262,"Giles, Mr. Edgar",BROTHER
865,"Gill, Mr. John William",777,"Tobin, Mr. Roger",CONNECTED
865,"Gill, Mr. John William",412,"Hart, Mr. Henry",CONNECTED
865,"Gill, Mr. John William",785,"Ali, Mr. William",CONNECTED
865,"Gill, Mr. John William",758,"Bailey, Mr. Percy Andrew",CONNECTED
865,"Gill, Mr. John William",202,"Sage, Mr. Frederick",CONNECTED
865,"Gill, Mr. John William",917,"Robins, Mr. Alexander A",CONNECTED
865,"Gill, Mr. John William",1008,"Thomas, Mr. John",CONNECTED
157,"Gilnagh, Miss. Katherine ""Katie""",698,"Mullens, Miss. Katherine ""Katie""",CONNECTED
157,"Gilnagh, Miss. Katherine ""Katie""",242,"Murphy, Miss. Katherine ""Kate""",CONNECTED
157,"Gilnagh, Miss. Katherine ""Katie""",613,"Murphy, Miss. Margaret Jane",CONNECTED
454,"Goldenberg, Mr. Samuel L",850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",WIFE
850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",454,"Goldenberg, Mr. Samuel L",HUSBAND
166,"Goldsmith, Master. Frank John William ""Frankie""",329,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",MOTHER
166,"Goldsmith, Master. Frank John William ""Frankie""",575,"Rush, Mr. Alfred George John",CONNECTED
166,"Goldsmith, Master. Frank John William ""Frankie""",759,"Theobald, Mr. Thomas Leonard",CONNECTED
166,"Goldsmith, Master. Frank John William ""Frankie""",549,"Goldsmith, Mr. Frank John",FATHER
549,"Goldsmith, Mr. Frank John",759,"Theobald, Mr. Thomas Leonard",CONNECTED
549,"Goldsmith, Mr. Frank John",329,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",WIFE
549,"Goldsmith, Mr. Frank John",166,"Goldsmith, Master. Frank John William ""Frankie""",SON
549,"Goldsmith, Mr. Frank John",575,"Rush, Mr. Alfred George John",CONNECTED
