Sex,Age,SibSp,Parch,Fare,Survived,Pclass3,Pclass2,Pclass1,Embarked_Q,Embarked_C,Embarked_S,PassengerId
1,28.0,3,1,25.4667,0,1,0,0,0,0,1,486
1,28.0,0,0,7.7875,1,1,0,0,1,0,0,83
1,13.0,0,1,19.5,1,0,1,0,0,0,1,447
0,28.0,0,0,7.75,1,1,0,0,1,0,0,1250
1,5.0,1,2,27.75,1,0,1,0,0,0,1,59
0,28.0,0,0,7.25,0,1,0,0,0,0,1,426
0,20.0,0,0,7.8542,0,1,0,0,0,0,1,92
1,63.0,1,0,77.9583,1,0,0,1,0,0,1,276
0,51.0,0,0,12.525,0,0,1,0,0,0,1,151
0,31.0,0,0,7.75,0,1,0,0,1,0,0,750
0,28.0,0,0,22.525,0,1,0,0,0,0,1,997
1,28.0,3,1,25.4667,0,1,0,0,0,0,1,230
1,28.0,0,0,7.7375,1,1,0,0,1,0,0,728
0,25.0,1,0,7.775,0,1,0,0,0,0,1,443
1,8.0,1,1,26.0,1,0,1,0,0,0,1,1095
0,47.0,0,0,9.0,0,1,0,0,0,0,1,874
1,18.0,2,0,18.0,0,1,0,0,0,0,1,39
0,16.0,2,0,18.0,0,1,0,0,0,0,1,334
0,28.0,0,0,35.0,0,0,0,1,0,0,1,352
0,42.0,0,0,7.55,0,1,0,0,0,0,1,846
0,30.0,1,0,24.0,0,0,1,0,0,1,0,309
0,20.0,0,0,7.925,1,1,0,0,0,0,1,1143
0,26.0,0,0,8.05,0,1,0,0,0,0,1,402
0,0.83,0,1,9.35,1,1,0,0,0,0,1,1199
0,26.0,0,0,7.8875,0,1,0,0,0,0,1,811
0,24.0,0,0,7.05,0,1,0,0,0,0,1,211
0,25.0,0,0,7.05,0,1,0,0,0,0,1,785
0,18.0,0,0,8.3,0,1,0,0,0,0,1,835
1,39.0,1,5,31.275,0,1,0,0,0,0,1,611
0,39.0,0,0,0.0,0,0,0,1,0,0,1,807
0,34.0,1,0,26.0,0,0,1,0,0,0,1,1082
0,57.0,0,0,13.0,0,0,1,0,0,0,1,1279
0,35.0,0,0,7.05,0,1,0,0,0,0,1,364
0,23.0,0,0,7.05,0,1,0,0,0,0,1,1217
0,23.0,0,0,7.8542,0,1,0,0,0,0,1,834
0,40.0,0,0,7.225,0,1,0,0,0,1,0,662
0,18.0,0,0,11.5,0,0,1,0,0,0,1,758
1,18.0,0,1,14.4542,0,1,0,0,0,1,0,703
1,45.0,0,1,14.4542,0,1,0,0,0,1,0,363
0,80.0,0,0,30.0,1,0,0,1,0,0,1,631
1,27.0,0,0,7.8792,0,1,0,0,1,0,0,978
0,22.0,0,0,8.05,0,1,0,0,0,0,1,113
0,32.0,1,0,26.0,1,0,1,0,0,0,1,544
0,36.0,0,0,75.2417,0,0,0,1,0,1,0,1010
0,34.0,0,0,13.0,1,0,1,0,0,0,1,22
0,26.0,0,0,30.0,1,0,0,1,0,1,0,890
0,28.0,0,0,7.2292,0,1,0,0,0,1,0,1231
1,42.0,0,0,227.525,1,0,0,1,0,1,0,381
0,32.0,0,0,56.4958,1,1,0,0,0,0,1,75
1,29.0,0,0,221.7792,1,0,0,1,0,0,1,1048
0,25.0,0,0,26.0,0,0,0,1,0,1,0,986
0,18.0,0,0,7.75,0,1,0,0,0,0,1,954
0,40.0,0,0,31.0,1,0,0,1,0,1,0,210
0,28.0,0,0,7.225,0,1,0,0,0,1,0,599
1,28.0,0,2,7.75,0,1,0,0,1,0,0,594
0,40.0,1,1,15.5,0,1,0,0,1,0,0,189
1,32.0,1,1,15.5,0,1,0,0,1,0,0,658
1,22.0,0,0,7.725,1,1,0,0,1,0,0,955
0,21.0,0,0,7.8208,1,1,0,0,1,0,0,998
0,19.0,0,0,6.75,0,1,0,0,1,0,0,144
1,36.0,0,0,13.0,1,0,1,0,0,0,1,388
1,42.0,0,0,13.0,1,0,1,0,0,0,1,866
1,21.0,0,0,8.6625,0,1,0,0,0,0,1,929
1,30.0,0,0,8.6625,0,1,0,0,0,0,1,535
0,18.0,0,0,8.6625,0,1,0,0,0,0,1,1202
0,38.0,0,0,8.6625,0,1,0,0,0,0,1,472
0,28.0,0,0,31.0,0,0,0,1,0,0,1,271
0,17.0,0,0,8.6625,0,1,0,0,0,0,1,164
0,17.0,0,0,8.6625,0,1,0,0,0,0,1,501
0,28.0,0,0,0.0,0,0,1,0,0,0,1,467
1,21.0,0,0,7.75,0,1,0,0,1,0,0,502
0,21.0,0,0,7.75,0,1,0,0,1,0,0,1280
0,28.0,1,0,14.4583,0,1,0,0,0,1,0,1258
1,28.0,1,0,14.4583,0,1,0,0,0,1,0,579
0,19.0,0,0,13.0,0,0,1,0,0,0,1,192
0,17.0,0,0,47.1,0,0,0,1,0,0,1,1295
0,49.0,0,0,26.0,0,0,0,1,0,0,1,974
0,24.0,0,0,8.05,0,1,0,0,0,0,1,90
0,21.0,0,0,7.7333,0,1,0,0,1,0,0,422
1,30.0,0,0,86.5,1,0,0,1,0,0,1,258
0,32.0,0,0,56.4958,1,1,0,0,0,0,1,839
0,29.0,0,0,8.05,0,1,0,0,0,0,1,91
1,45.0,0,2,30.0,1,0,1,0,0,0,1,1133
0,26.0,1,0,14.4542,0,1,0,0,0,1,0,74
0,18.0,0,0,8.05,1,1,0,0,0,0,1,205
0,24.0,0,0,7.25,0,1,0,0,1,0,0,1288
1,8.0,0,2,26.25,1,0,1,0,0,0,1,238
0,31.0,1,1,26.25,0,0,1,0,0,0,1,638
1,30.0,0,0,7.6292,0,1,0,0,1,0,0,898
1,22.0,0,0,7.75,1,1,0,0,1,0,0,290
0,70.5,0,0,7.75,0,1,0,0,1,0,0,117
0,43.0,0,0,8.05,0,1,0,0,0,0,1,669
1,22.0,0,0,10.5,1,0,1,0,0,0,1,1114
0,35.0,0,0,7.8958,0,1,0,0,0,0,1,948
0,27.0,0,0,7.8958,0,1,0,0,0,0,1,1226
0,19.0,0,0,7.8958,0,1,0,0,0,0,1,647
0,21.0,0,0,11.5,0,0,1,0,0,0,1,1269
0,9.0,1,1,15.9,1,1,0,0,0,0,1,490
0,3.0,1,1,15.9,1,1,0,0,0,0,1,349
0,59.0,0,0,7.25,0,1,0,0,0,0,1,95
0,17.0,0,0,8.6625,0,1,0,0,0,0,1,845
0,19.0,0,0,10.1708,0,1,0,0,0,0,1,688
1,33.0,0,0,151.55,1,0,0,1,0,0,1,1033
0,31.0,1,0,52.0,0,0,0,1,0,0,1,672
0,22.0,0,0,8.05,0,1,0,0,0,0,1,1039
0,21.0,2,0,24.15,0,1,0,0,0,0,1,901
0,17.0,2,0,8.05,0,1,0,0,0,0,1,1079
0,32.0,0,0,13.0,0,0,1,0,0,0,1,1228
0,22.0,0,0,7.25,0,1,0,0,0,0,1,321
0,36.0,0,0,7.25,0,1,0,0,0,0,1,1177
0,18.0,0,0,73.5,0,0,1,0,0,0,1,1244
0,17.0,0,0,7.8958,0,1,0,0,0,0,1,952
0,42.0,0,0,8.6625,0,1,0,0,0,0,1,350
0,53.0,1,1,81.8583,1,0,0,1,0,0,1,1185
1,18.0,0,1,23.0,1,0,1,0,0,0,1,652
1,24.0,0,0,7.75,0,1,0,0,1,0,0,971
0,42.0,1,1,32.5,0,0,1,0,0,0,1,1139
0,49.0,1,0,56.9292,1,0,0,1,0,1,0,600
0,24.0,0,0,7.55,1,1,0,0,0,0,1,1047
0,16.0,0,0,7.775,0,1,0,0,0,0,1,765
0,45.0,0,0,6.975,0,1,0,0,0,0,1,130
0,39.0,0,2,7.2292,0,1,0,0,0,1,0,1229
0,17.0,1,1,7.2292,0,1,0,0,0,1,0,533
0,21.0,0,0,13.0,0,0,1,0,0,0,1,1221
0,40.5,0,0,7.75,0,1,0,0,1,0,0,526
0,28.0,0,0,221.7792,0,0,0,1,0,0,1,528
0,40.0,1,0,26.0,0,0,1,0,0,0,1,1169
0,28.0,0,0,7.05,1,1,0,0,0,0,1,1103
1,28.0,0,0,31.6833,1,0,0,1,0,0,1,914
0,28.0,0,0,7.75,0,1,0,0,1,0,0,429
0,28.0,0,0,6.95,0,1,0,0,1,0,0,826
0,36.0,0,0,26.3875,1,0,0,1,0,0,1,573
0,26.0,0,0,7.8792,0,1,0,0,1,0,0,1273
0,28.0,0,0,7.75,0,1,0,0,1,0,0,994
0,28.0,0,0,56.4958,1,1,0,0,0,0,1,644
1,9.0,2,2,34.375,0,1,0,0,0,0,1,148
0,28.0,0,0,8.05,0,1,0,0,0,0,1,1181
0,16.0,1,3,34.375,0,1,0,0,0,0,1,87
1,48.0,1,3,34.375,0,1,0,0,0,0,1,737
0,64.0,1,4,263.0,0,0,0,1,0,0,1,439
0,28.0,0,0,7.75,0,1,0,0,1,0,0,1163
0,28.0,0,0,26.55,0,0,0,1,0,0,1,933
1,48.0,1,1,79.2,1,0,0,1,0,1,0,1289
0,28.0,0,0,0.0,0,0,1,0,0,0,1,482
0,28.0,0,0,0.0,0,0,0,1,0,0,1,816
0,35.0,0,0,26.0,0,0,1,0,0,0,1,21
0,38.0,1,0,21.0,0,0,1,0,0,0,1,1293
0,34.0,1,0,21.0,0,0,1,0,0,0,1,406
0,25.0,0,0,7.7417,0,1,0,0,1,0,0,704
0,28.0,0,0,14.5,0,1,0,0,0,0,1,761
1,34.0,0,0,13.0,1,0,1,0,0,0,1,577
0,16.0,0,0,26.0,0,0,1,0,0,0,1,792
0,47.0,0,0,38.5,0,0,0,1,0,0,1,463
0,47.0,0,0,10.5,0,0,1,0,0,0,1,1285
0,21.0,1,0,11.5,0,0,1,0,0,0,1,1262
0,24.0,0,0,13.5,0,0,1,0,0,0,1,1240
0,22.0,0,0,8.05,0,1,0,0,0,0,1,589
0,9.0,0,2,20.525,1,1,0,0,0,0,1,166
0,41.0,0,0,7.85,0,1,0,0,0,0,1,934
1,10.0,5,2,46.9,0,1,0,0,0,0,1,1032
0,51.0,0,0,8.05,0,1,0,0,0,0,1,223
0,52.0,0,0,13.0,0,0,1,0,0,0,1,715
1,24.0,0,0,8.85,0,1,0,0,0,0,1,294
0,30.0,0,0,13.0,0,0,1,0,0,0,1,179
0,20.0,0,0,9.5,0,1,0,0,0,0,1,442
0,44.0,0,0,13.0,0,0,1,0,0,0,1,1265
1,6.0,0,1,33.0,1,0,1,0,0,0,1,721
0,62.0,0,0,10.5,1,0,1,0,0,0,1,571
0,30.0,0,0,10.5,0,0,1,0,0,0,1,220
0,40.0,0,0,0.0,0,0,0,1,0,0,1,264
1,7.0,0,2,26.25,1,0,1,0,0,0,1,536
0,43.0,1,1,26.25,0,0,1,0,0,0,1,315
0,28.0,0,0,6.8583,0,1,0,0,1,0,0,412
0,27.0,0,0,76.7292,1,0,0,1,0,1,0,682
0,42.0,0,0,42.5,0,0,0,1,0,0,1,1107
0,28.0,0,0,56.4958,1,1,0,0,0,0,1,931
1,18.0,0,0,6.75,0,1,0,0,1,0,0,655
1,26.0,0,0,7.925,1,1,0,0,0,0,1,3
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,314
1,24.0,1,2,65.0,1,0,1,0,0,0,1,616
1,24.0,1,2,65.0,1,0,1,0,0,0,1,1277
0,49.0,1,2,65.0,0,0,1,0,0,0,1,1245
0,32.0,2,0,73.5,0,0,1,0,0,0,1,666
1,20.0,2,1,23.0,1,0,1,0,0,0,1,944
0,44.0,1,0,26.0,0,0,1,0,0,0,1,237
0,35.0,0,0,26.55,1,0,0,1,0,1,0,605
1,27.0,0,0,7.925,1,1,0,0,0,0,1,217
0,21.0,0,0,73.5,0,0,1,0,0,0,1,73
0,28.0,0,0,7.75,0,1,0,0,1,0,0,614
0,42.0,0,0,13.0,1,0,1,0,0,0,1,289
0,63.0,1,0,26.0,0,0,1,0,0,0,1,905
0,33.0,0,0,12.275,0,0,1,0,0,0,1,240
0,28.0,0,0,7.8875,1,1,0,0,0,0,1,1135
1,38.0,0,0,80.0,1,0,0,1,0,0,1,62
1,17.0,0,0,10.5,1,0,1,0,0,0,1,85
1,24.0,2,1,27.0,1,0,1,0,0,0,1,601
0,29.0,0,0,7.8958,1,1,0,0,0,1,0,456
0,21.0,0,0,7.7958,1,1,0,0,0,0,1,392
0,47.0,0,0,15.0,0,0,1,0,0,0,1,587
0,20.0,0,0,7.8542,0,1,0,0,0,0,1,641
1,28.0,0,0,7.75,1,1,0,0,1,0,0,369
0,26.0,0,0,7.775,1,1,0,0,0,0,1,995
0,22.0,0,0,7.7958,0,1,0,0,0,0,1,396
0,29.0,0,0,7.8542,0,1,0,0,0,0,1,1191
0,19.0,0,0,0.0,0,1,0,0,0,0,1,303
0,32.0,0,0,7.925,1,1,0,0,0,0,1,580
0,34.0,1,0,26.0,0,0,1,0,0,0,1,100
1,4.0,0,1,13.4167,1,1,0,0,0,1,0,692
0,39.0,0,1,13.4167,1,1,0,0,0,1,0,932
0,28.0,0,0,7.75,0,1,0,0,1,0,0,791
0,35.0,0,0,12.35,0,0,1,0,1,0,0,908
0,28.0,0,0,7.25,0,1,0,0,0,0,1,471
0,32.5,0,0,211.5,0,0,0,1,0,1,0,967
1,28.0,0,0,7.75,1,1,0,0,1,0,0,301
1,28.0,0,0,7.75,1,1,0,0,1,0,0,574
0,34.5,0,0,7.8292,0,1,0,0,1,0,0,892
0,44.0,0,0,8.05,0,1,0,0,0,0,1,697
0,28.0,0,0,7.75,1,1,0,0,1,0,0,1016
0,28.0,1,0,14.4542,0,1,0,0,0,1,0,977
0,28.0,1,0,7.75,0,1,0,0,1,0,0,1013
0,28.0,1,0,7.75,0,1,0,0,1,0,0,215
0,28.0,0,0,7.7375,0,1,0,0,1,0,0,779
1,22.0,2,0,8.6625,0,1,0,0,0,0,1,1268
0,26.0,2,0,8.6625,0,1,0,0,0,0,1,70
0,28.0,0,0,26.55,0,0,0,1,0,0,1,712
0,18.0,1,1,7.8542,0,1,0,0,0,0,1,176
1,36.0,0,2,12.1833,0,1,0,0,0,0,1,1045
0,28.0,0,0,0.0,0,0,1,0,0,0,1,733
0,28.0,0,0,7.8958,0,1,0,0,0,1,0,43
0,25.0,0,0,7.2292,1,1,0,0,0,1,0,1213
1,39.0,0,0,211.3375,1,0,0,1,0,0,1,1216
0,28.0,0,0,56.4958,1,1,0,0,0,0,1,693
0,28.0,0,0,56.4958,0,1,0,0,0,0,1,827
0,28.0,0,0,7.75,0,1,0,0,1,0,0,1075
0,26.0,0,0,56.4958,1,1,0,0,0,0,1,510
1,1.0,1,2,41.5792,1,0,1,0,0,1,0,1188
1,22.0,1,2,41.5792,1,0,1,0,0,1,0,609
0,22.0,0,0,7.775,0,1,0,0,0,0,1,1290
1,17.0,0,0,12.0,1,0,1,0,0,1,0,390
1,34.0,0,0,10.5,1,0,1,0,0,0,1,517
0,28.0,1,0,15.5,0,1,0,0,1,0,0,47
0,39.0,0,0,24.15,0,1,0,0,0,0,1,812
0,36.0,0,0,12.875,0,0,1,0,0,1,0,293
0,28.0,0,0,27.7208,0,0,0,1,0,1,0,296
0,24.0,0,0,9.5,0,1,0,0,0,0,1,771
0,28.0,0,0,7.8792,0,1,0,0,1,0,0,1125
0,28.0,0,0,56.4958,0,1,0,0,0,0,1,170
0,61.0,0,0,12.35,0,0,1,0,1,0,0,1085
0,28.0,0,0,7.8792,0,1,0,0,0,0,1,1249
0,29.0,0,0,30.0,0,0,0,1,0,0,1,783
0,20.5,0,0,7.25,0,1,0,0,0,0,1,228
0,27.0,0,0,8.6625,1,1,0,0,0,0,1,822
1,58.0,0,0,146.5208,1,0,0,1,0,1,0,196
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,1157
1,57.0,0,0,10.5,0,0,1,0,0,0,1,773
1,28.0,0,0,7.75,1,1,0,0,1,0,0,199
0,28.0,0,0,15.0458,0,0,1,0,0,1,0,1193
0,1.0,0,2,37.0042,1,0,1,0,0,1,0,828
1,30.5,0,0,7.75,0,1,0,0,1,0,0,768
0,28.0,0,0,29.7,1,0,0,1,0,1,0,840
0,35.0,0,0,7.8958,0,1,0,0,0,1,0,848
0,33.0,0,0,7.8958,0,1,0,0,0,0,1,882
0,28.0,0,0,7.8958,0,1,0,0,0,1,0,1043
1,28.0,0,0,7.75,1,1,0,0,1,0,0,1196
1,28.0,2,0,23.25,1,1,0,0,1,0,0,331
0,28.0,2,0,23.25,1,1,0,0,1,0,0,302
0,28.0,0,0,15.5,0,1,0,0,1,0,0,719
1,28.0,0,0,7.8792,1,1,0,0,1,0,0,359
0,28.0,0,0,7.75,0,1,0,0,1,0,0,127
0,24.0,1,0,16.1,0,1,0,0,0,0,1,744
1,28.0,0,0,7.75,0,1,0,0,1,0,0,1119
1,41.0,0,1,19.5,1,0,1,0,0,0,1,273
0,28.0,0,0,7.75,0,1,0,0,1,0,0,197
0,39.0,0,0,13.0,0,0,1,0,0,0,1,809
0,28.0,0,0,8.05,0,1,0,0,0,0,1,968
0,24.0,0,0,7.8958,0,1,0,0,0,0,1,295
0,21.0,0,0,7.8958,0,1,0,0,0,0,1,963
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,651
0,6.0,0,1,12.475,1,1,0,0,0,0,1,752
1,27.0,0,1,12.475,1,1,0,0,0,0,1,824
0,28.0,1,0,24.15,0,1,0,0,1,0,0,769
0,54.0,0,0,14.0,0,0,1,0,0,0,1,318
0,34.0,0,0,8.05,0,1,0,0,0,0,1,462
0,28.0,0,0,7.775,1,1,0,0,0,0,1,108
1,28.0,0,0,7.2292,1,1,0,0,0,1,0,368
0,28.0,0,0,8.05,0,1,0,0,0,0,1,590
1,28.0,1,0,15.5,1,1,0,0,1,0,0,613
1,28.0,0,0,15.5,1,1,0,0,1,0,0,1092
0,22.0,0,0,7.8958,0,1,0,0,0,0,1,288
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,740
0,28.0,0,0,7.2292,0,1,0,0,0,1,0,1184
0,37.0,0,1,29.7,0,0,0,1,0,1,0,274
1,28.0,0,0,7.75,0,1,0,0,1,0,0,1302
0,26.0,0,0,13.0,0,0,1,0,0,0,1,1214
1,23.0,1,0,113.275,1,0,0,1,0,1,0,394
0,28.0,0,0,8.05,0,1,0,0,0,0,1,1149
1,29.0,0,0,10.5,1,0,1,0,0,0,1,67
0,28.0,1,0,15.5,0,1,0,0,1,0,0,365
0,28.0,0,0,7.75,0,1,0,0,1,0,0,460
0,28.0,0,0,7.75,0,1,0,0,1,0,0,1272
1,28.0,0,0,7.75,1,1,0,0,1,0,0,48
1,28.0,0,0,7.8792,1,1,0,0,1,0,0,29
1,28.0,0,0,7.8292,1,1,0,0,1,0,0,654
0,23.0,0,0,9.225,0,1,0,0,0,0,1,351
1,22.0,0,0,7.775,1,1,0,0,0,0,1,555
0,28.0,0,0,7.3125,0,1,0,0,0,0,1,155
1,23.0,0,0,8.6625,0,1,0,0,0,0,1,1172
0,20.0,0,0,8.6625,0,1,0,0,0,0,1,726
0,16.0,0,0,9.2167,0,1,0,0,0,0,1,139
1,31.0,0,0,8.6833,1,1,0,0,0,0,1,798
1,22.0,0,1,61.9792,1,0,0,1,0,1,0,918
0,39.0,0,0,13.0,0,0,1,0,0,0,1,796
0,23.0,0,0,10.5,0,0,1,0,0,0,1,399
0,1.0,4,1,39.6875,0,1,0,0,0,0,1,165
0,28.0,0,0,0.0,0,0,1,0,0,0,1,278
1,50.0,0,1,26.0,1,0,1,0,0,0,1,260
0,21.0,0,0,8.6625,0,1,0,0,0,0,1,837
0,19.0,0,0,14.5,0,1,0,0,0,0,1,576
0,32.0,0,0,7.8958,0,1,0,0,0,0,1,520
0,28.0,0,0,7.0,0,1,0,0,0,0,1,1055
0,29.0,1,0,66.6,0,0,0,1,0,0,1,337
0,28.0,0,0,7.775,0,1,0,0,0,0,1,983
0,28.0,0,0,8.05,0,1,0,0,0,0,1,455
0,21.0,0,0,7.925,0,1,0,0,0,0,1,116
0,18.0,1,0,108.9,0,0,0,1,0,1,0,506
0,22.0,0,0,7.25,0,1,0,0,0,0,1,213
0,28.0,0,0,15.05,0,0,1,0,0,1,0,182
1,30.0,0,0,93.5,1,0,0,1,0,0,1,521
0,24.0,0,0,8.05,0,1,0,0,0,0,1,1021
1,32.0,0,0,13.0,1,0,1,0,0,0,1,191
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,385
0,34.0,0,0,13.0,0,0,1,0,0,0,1,801
0,27.0,0,0,15.0333,0,0,1,0,0,1,0,943
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,657
0,28.0,0,0,7.25,0,1,0,0,0,0,1,251
0,36.0,0,0,10.5,0,0,1,0,0,0,1,266
0,38.0,0,0,7.8958,0,1,0,0,0,0,1,109
0,21.0,0,0,8.05,0,1,0,0,0,0,1,1113
0,10.0,4,1,29.125,0,1,0,0,1,0,0,947
0,4.0,4,1,29.125,0,1,0,0,1,0,0,172
0,7.0,4,1,29.125,0,1,0,0,1,0,0,279
0,8.0,4,1,29.125,0,1,0,0,1,0,0,788
0,0.83,1,1,18.75,1,0,1,0,0,0,1,832
1,50.0,0,0,10.5,1,0,1,0,0,0,1,527
0,35.0,0,0,7.125,0,1,0,0,0,0,1,591
1,28.0,0,0,7.7208,1,1,0,0,1,0,0,1300
0,50.0,1,0,14.5,0,1,0,0,0,0,1,917
0,31.0,0,0,50.4958,0,0,0,1,0,0,1,868
0,28.0,0,0,50.0,0,0,0,1,0,0,1,186
1,41.0,0,2,20.2125,0,1,0,0,0,0,1,255
0,36.0,0,0,40.125,0,0,0,1,0,1,0,584
1,28.0,0,0,8.05,1,1,0,0,0,0,1,928
1,33.0,0,0,86.5,1,0,0,1,0,0,1,760
0,55.0,1,0,59.4,0,0,0,1,0,1,0,912
0,33.0,0,0,26.55,0,0,0,1,0,0,1,1215
1,21.0,0,0,10.5,1,0,1,0,0,0,1,57
0,28.0,0,0,7.75,1,1,0,0,1,0,0,999
0,28.0,0,0,24.15,0,1,0,0,1,0,0,518
1,21.0,2,2,262.375,1,0,0,1,0,1,0,743
0,28.0,0,0,30.5,1,0,0,1,0,0,1,299
0,28.0,0,0,7.7292,0,1,0,0,1,0,0,389
0,28.0,8,2,69.55,0,1,0,0,0,0,1,202
0,28.0,8,2,69.55,0,1,0,0,0,0,1,325
0,28.0,1,9,69.55,0,1,0,0,0,0,1,1234
1,24.0,0,0,69.3,1,0,0,1,0,1,0,642
0,28.0,2,0,21.6792,0,1,0,0,0,1,0,921
0,28.0,2,0,21.6792,0,1,0,0,0,1,0,1189
0,28.0,2,0,21.6792,0,1,0,0,0,1,0,49
0,25.0,0,0,9.5,1,1,0,0,0,0,1,930
0,28.0,0,0,7.725,0,1,0,0,1,0,0,469
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,411
0,27.0,0,0,26.0,0,0,1,0,0,0,1,552
1,25.0,0,1,26.0,1,0,1,0,0,0,1,881
1,28.0,0,0,7.7792,1,1,0,0,1,0,0,1003
0,28.0,0,0,8.05,0,1,0,0,0,0,1,564
1,20.0,0,0,36.75,1,0,1,0,0,0,1,1068
1,30.0,0,0,13.0,1,0,1,0,0,0,1,748
0,40.0,0,0,7.8958,0,1,0,0,0,0,1,562
0,4.0,3,2,27.9,0,1,0,0,0,0,1,64
1,9.0,3,2,27.9,0,1,0,0,0,0,1,635
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,602
0,28.0,0,0,8.6625,0,1,0,0,0,0,1,159
1,40.0,0,0,13.0,1,0,1,0,0,0,1,347
1,28.0,0,0,7.7333,1,1,0,0,1,0,0,1052
0,28.0,0,0,8.05,0,1,0,0,0,0,1,1305
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,77
0,33.0,0,0,8.6625,0,1,0,0,0,1,0,286
0,60.5,0,0,14.4542,0,1,0,0,0,0,1,1044
0,19.0,0,0,7.8958,0,1,0,0,0,0,1,567
0,67.0,1,0,221.7792,0,0,0,1,0,0,1,973
0,27.0,0,0,8.6625,0,1,0,0,0,0,1,1255
0,25.0,0,0,7.05,0,1,0,0,0,0,1,885
0,61.0,0,0,32.3208,0,0,0,1,0,0,1,626
0,74.0,0,0,7.775,0,1,0,0,0,0,1,852
0,24.0,0,0,7.7958,0,1,0,0,0,0,1,500
0,18.5,0,0,13.0,0,0,1,0,0,0,1,1001
1,18.0,0,2,79.65,1,0,0,1,0,0,1,586
0,52.0,1,1,79.65,0,0,0,1,0,0,1,263
0,17.0,0,2,110.8833,1,0,0,1,0,1,0,551
0,32.0,0,0,7.925,0,1,0,0,0,0,1,383
0,28.0,0,0,7.75,0,1,0,0,1,0,0,777
0,28.0,0,0,7.8958,0,1,0,0,0,0,1,30
1,50.0,0,0,10.5,1,0,1,0,0,0,1,459
0,28.0,0,0,7.2292,0,1,0,0,0,1,0,1065
1,27.0,0,0,10.5,1,0,1,0,0,0,1,718
0,36.0,0,0,7.8958,0,1,0,0,0,0,1,190
1,63.0,0,0,9.5875,1,1,0,0,0,0,1,484
0,29.0,1,0,21.0,0,0,1,0,0,0,1,118
0,28.0,0,0,9.5,0,1,0,0,0,0,1,869
0,28.0,0,0,9.5,0,1,0,0,0,0,1,201
0,28.0,0,0,9.5,0,1,0,0,0,0,1,356
0,22.0,0,0,7.225,1,1,0,0,0,1,0,1203
0,40.0,0,0,13.0,0,0,1,0,0,0,1,1081
0,22.0,0,0,7.8958,0,1,0,0,0,0,1,522
0,22.0,0,0,9.0,0,1,0,0,0,0,1,81
0,28.0,0,0,8.05,0,1,0,0,0,0,1,1308
0,30.0,1,0,21.0,0,0,1,0,0,0,1,1170
1,32.5,0,0,13.0,1,0,1,0,0,0,1,124
0,28.0,0,0,8.05,0,1,0,0,0,0,1,512
0,27.0,1,0,26.0,0,0,1,0,0,0,1,993
1,29.0,1,0,26.0,1,0,1,0,0,0,1,134
1,4.0,1,1,23.0,1,0,1,0,0,0,1,751
0,32.5,0,0,9.5,0,1,0,0,0,0,1,1146
0,36.0,1,2,27.75,0,0,1,0,0,0,1,451
0,51.0,0,0,7.75,0,1,0,0,0,0,1,407
0,28.0,0,0,7.55,0,1,0,0,0,0,1,649
0,28.0,0,0,8.05,0,1,0,0,0,0,1,305
0,28.5,0,0,16.1,0,1,0,0,0,0,1,736
0,21.0,0,1,61.3792,1,0,0,1,0,1,0,915
0,21.0,0,0,7.25,0,1,0,0,0,0,1,492
0,27.0,0,0,8.6625,0,1,0,0,0,0,1,895
0,28.0,0,0,35.5,1,0,0,1,0,0,1,56
1,26.0,0,0,13.5,1,0,1,0,0,0,1,1054
0,62.0,0,0,26.55,0,0,0,1,0,0,1,556
1,14.5,1,0,14.4542,0,1,0,0,0,1,0,112
1,28.0,1,0,14.4542,0,1,0,0,0,1,0,241
0,16.0,1,1,20.25,0,1,0,0,0,0,1,747
0,20.0,0,0,7.925,0,1,0,0,0,0,1,841
0,35.0,0,0,8.05,0,1,0,0,0,0,1,5
1,2.0,1,2,151.55,0,0,0,1,0,0,1,298
0,39.0,1,5,31.275,0,1,0,0,0,0,1,14
0,26.0,0,0,7.775,0,1,0,0,0,0,1,1212
0,25.0,0,0,10.5,0,0,1,0,0,0,1,1096
0,25.0,1,0,17.8,0,1,0,0,0,0,1,354
0,71.0,0,0,49.5042,0,0,0,1,0,1,0,494
0,5.0,4,2,31.3875,0,1,0,0,0,0,1,1271
0,13.0,4,2,31.3875,0,1,0,0,0,0,1,1046
0,23.0,0,0,7.7958,1,1,0,0,0,0,1,1118
0,32.0,1,0,15.85,0,1,0,0,0,0,1,207
1,18.0,0,0,8.05,1,1,0,0,0,0,1,979
0,24.0,0,1,247.5208,0,0,0,1,0,1,0,119
0,28.0,0,0,26.0,0,0,1,0,0,0,1,1035
0,19.0,0,0,8.05,0,1,0,0,0,0,1,373
0,1.0,2,1,39.0,1,0,1,0,0,0,1,184
1,4.0,2,1,39.0,1,0,1,0,0,0,1,619
1,12.0,2,1,39.0,1,0,1,0,0,0,1,1218
